movieId,title,genres,year,imdbId,tmdbId,count,avgRating,img,g_(no genres listed),g_Action,g_Adventure,g_Animation,g_Children,g_Comedy,g_Crime,g_Documentary,g_Drama,g_Fantasy,g_Film-Noir,g_Horror,g_IMAX,g_Musical,g_Mystery,g_Romance,g_Sci-Fi,g_Thriller,g_War,g_Western,time_adjusted_rating
466,Hot Shots! Part Deux,Action|Comedy|War,1993.0,107144,9255.0,12947.0,2.94,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9591739945765748
467,Live Nude Girls,Comedy,1995.0,113674,26271.0,664.0,3.37,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4798232059600869
468,The Englishman Who Went Up a Hill But Came Down a Mountain,Comedy|Romance,1995.0,112966,10612.0,6711.0,3.31,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7601176906086438
469,The House of the Spirits,Drama|Romance,1993.0,107151,2259.0,1213.0,3.26,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7712209187874173
470,House Party 3,Comedy,1994.0,110064,16097.0,440.0,2.15,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4363397035188516
471,The Hudsucker Proxy,Comedy,1994.0,110074,11934.0,10631.0,3.66,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1290678441256807
472,I'll Do Anything,Comedy|Drama,1994.0,110097,106143.0,663.0,2.89,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4619872953241715
473,In the Army Now,Comedy|War,1994.0,110123,12475.0,1292.0,2.3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7658788492275367
474,In the Line of Fire,Action|Thriller,1993.0,107206,9386.0,17996.0,3.72,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9699726753212772
475,In the Name of the Father,Drama,1993.0,107207,7984.0,8580.0,3.92,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2260499339852071
476,The Inkwell,Comedy|Drama,1994.0,110137,59930.0,212.0,3.03,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7483832708973137
477,What's Love Got to Do with It?,Drama|Musical,1993.0,108551,15765.0,4128.0,3.55,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.6247774061085795
478,Jimmy Hollywood,Comedy|Crime|Drama,1994.0,110197,31643.0,253.0,2.42,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6174347492325345
479,Judgment Night,Action|Crime|Thriller,1993.0,107286,6.0,1136.0,2.92,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8220157622632243
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993.0,107290,329.0,64144.0,3.68,https://image.tmdb.org/t/p/w500/63viWuPfYQjRYLSZSZNq7dglJP5.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.505627314215772
481,Kalifornia,Drama|Thriller,1993.0,107302,10909.0,4993.0,3.34,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9683151803071725
482,Killing Zoe,Crime|Drama|Thriller,1994.0,110265,507.0,2508.0,3.42,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8070251216852549
483,King of the Hill,Drama,1993.0,107322,34024.0,538.0,3.79,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1613731558759428
484,Lassie,Adventure|Children,1994.0,110305,29918.0,692.0,2.8,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7261821491887775
485,Last Action Hero,Action|Adventure|Comedy|Fantasy,1993.0,107362,9593.0,13156.0,2.8,,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9381861199318164
486,Life with Mikey,Comedy,1993.0,107413,42580.0,559.0,2.67,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8005583114463666
487,Lightning Jack,Comedy|Western,1994.0,110353,22317.0,564.0,2.57,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6814138250154755
488,M. Butterfly,Drama|Romance,1993.0,107468,1413.0,525.0,3.37,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0659382054661146
489,Made in America,Comedy,1993.0,107478,12121.0,2765.0,2.76,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5028276177019447
490,Malice,Thriller,1993.0,107497,2246.0,2935.0,3.36,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.618548675907125
491,The Man Without a Face,Drama,1993.0,107501,10502.0,4991.0,3.41,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7074700562724473
492,Manhattan Murder Mystery,Comedy|Mystery,1993.0,107507,10440.0,3038.0,3.65,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2226049923221096
493,Menace II Society,Action|Crime|Drama,1993.0,107554,9516.0,3450.0,3.63,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0667210324445529
494,Executive Decision,Action|Adventure|Thriller,1996.0,116253,2320.0,11284.0,3.35,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6807909308279341
495,In the Realm of the Senses (Ai no corrida),Drama,1976.0,74102,5879.0,685.0,3.41,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.247922694150943
496,What Happened Was...,Comedy|Drama|Romance|Thriller,1994.0,111689,83718.0,383.0,3.28,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.6483332877857098
497,Much Ado About Nothing,Comedy|Romance,1993.0,107616,11971.0,13084.0,3.88,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9851298303759198
498,Mr. Jones,Drama|Romance,1993.0,107611,2625.0,362.0,2.78,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8519932278079916
499,Mr. Wonderful,Comedy|Romance,1993.0,107613,31911.0,378.0,2.78,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7179843042851175
500,Mrs. Doubtfire,Comedy|Drama,1993.0,107614,788.0,34194.0,3.39,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1739408569477732
501,Naked,Drama,1993.0,107653,21450.0,1923.0,3.84,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2527541014146637
502,The Next Karate Kid,Action|Children|Romance,1994.0,110657,11231.0,3454.0,2.28,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7678027564495303
503,The New Age,Drama,1994.0,110649,41588.0,131.0,3.1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.839317437119462
504,No Escape,Action|Drama|Sci-Fi,1994.0,110678,10447.0,1080.0,2.98,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8933542350308205
505,North,Comedy,1994.0,110687,31586.0,1224.0,2.5,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5563505273708366
506,Orlando,Drama|Fantasy|Romance,1992.0,107756,9300.0,1272.0,3.5,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.0740728209640975
507,A Perfect World,Crime|Drama|Thriller,1993.0,107808,9559.0,3109.0,3.53,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.1862936991332302
508,Philadelphia,Drama,1993.0,107818,9800.0,19902.0,3.8,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.333307627533262
509,The Piano,Drama|Romance,1993.0,107822,713.0,15998.0,3.68,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9425893269617354
510,Poetic Justice,Drama,1993.0,107840,8291.0,822.0,2.78,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6175828242817243
511,The Program,Action|Drama,1993.0,107889,18133.0,1535.0,3.14,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6380037136556143
512,The Puppet Masters,Horror|Sci-Fi,1994.0,111003,25557.0,1176.0,2.93,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8413055554766474
513,Radioland Murders,Comedy|Mystery|Romance,1994.0,110939,22588.0,521.0,2.94,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.7974168784337577
514,The Ref,Comedy,1994.0,110955,10872.0,4285.0,3.46,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7609690434278878
515,The Remains of the Day,Drama|Romance,1993.0,107943,1245.0,9940.0,3.9,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9314126430806178
516,Renaissance Man,Comedy|Drama,1994.0,110971,11858.0,3147.0,3.09,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6651972917560621
517,Rising Sun,Action|Drama|Mystery,1993.0,107969,7007.0,3298.0,3.13,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9624775867262082
518,The Road to Wellville,Comedy,1994.0,111001,10467.0,1145.0,2.68,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7977738958088694
519,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,1993.0,107978,5550.0,4697.0,2.2,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7322684256283288
520,Robin Hood: Men in Tights,Comedy,1993.0,107977,8005.0,14245.0,3.07,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.202260482925694
521,Romeo Is Bleeding,Crime|Thriller,1993.0,107983,2088.0,1987.0,3.31,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6267114073296974
522,Romper Stomper,Action|Drama,1992.0,105275,10412.0,1228.0,3.54,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.476756480651361
523,Ruby in Paradise,Drama,1993.0,108000,47889.0,833.0,3.64,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8687003052044909
524,Rudy,Drama,1993.0,108002,14534.0,7233.0,3.53,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2440884771132918
525,The Saint of Fort Washington,Drama,1993.0,108026,56583.0,153.0,3.42,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0171062729032252
526,"Savage Nights (Nuits fauves, Les)",Drama,1992.0,105032,41878.0,121.0,3.21,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8605717867069226
527,Schindler's List,Drama|War,1993.0,108052,424.0,60411.0,4.25,https://image.tmdb.org/t/p/w500/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.039896849812622
528,The Scout,Comedy|Drama,1994.0,111094,35233.0,839.0,2.78,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.539034626685234
529,Searching for Bobby Fischer,Drama,1993.0,108065,14291.0,10037.0,3.85,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.032726508546559
530,Second Best,Drama,1994.0,111102,103413.0,30.0,3.27,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2327343092563452
531,The Secret Garden,Children|Drama,1993.0,108071,11236.0,7010.0,3.54,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.138521027248488
532,Serial Mom,Comedy|Crime|Horror,1994.0,111127,11592.0,5555.0,3.06,,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7372952734429126
533,The Shadow,Action|Adventure|Fantasy|Mystery,1994.0,111143,8850.0,3638.0,2.93,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6616126258019855
534,Shadowlands,Drama|Romance,1993.0,108101,10445.0,4460.0,3.89,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7949027959182124
535,Short Cuts,Drama,1993.0,108122,695.0,5170.0,3.78,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.971241758967586
536,A Simple Twist of Fate,Drama,1994.0,111194,43535.0,671.0,3.29,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.745067549224394
537,Sirens,Drama,1994.0,111201,12519.0,3085.0,3.15,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5914538444836053
538,Six Degrees of Separation,Drama,1993.0,108149,23210.0,4684.0,3.7,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.878539714796624
539,Sleepless in Seattle,Comedy|Drama|Romance,1993.0,108160,858.0,28137.0,3.51,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0751655630199672
540,Sliver,Thriller,1993.0,108162,867.0,4550.0,2.72,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5430561053119525
541,Blade Runner,Action|Sci-Fi|Thriller,1982.0,83658,78.0,36702.0,4.12,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.143499541099771
542,Son in Law,Comedy|Drama|Romance,1993.0,108186,13203.0,3309.0,2.85,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7081956575889256
543,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993.0,108174,10442.0,11396.0,3.24,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0423909090090788
544,Striking Distance,Action|Crime,1993.0,108238,11074.0,2058.0,2.93,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660647549461956
546,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993.0,108255,9607.0,5371.0,2.06,,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7456690339653808
547,Surviving the Game,Action|Adventure|Thriller,1994.0,111323,17585.0,761.0,2.82,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8700195813244884
548,Terminal Velocity,Action|Mystery|Thriller,1994.0,111400,9057.0,2605.0,2.9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.558153401048632
549,Thirty-Two Short Films About Glenn Gould,Drama|Musical,1993.0,108328,20967.0,1326.0,3.89,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1.0570074484087282
550,Threesome,Comedy|Romance,1994.0,111418,10635.0,3063.0,3.09,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5900199196248901
551,The Nightmare Before Christmas,Animation|Children|Fantasy|Musical,1993.0,107688,9479.0,21940.0,3.74,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.5923921089252204
552,The Three Musketeers,Action|Adventure|Comedy|Romance,1993.0,108333,10057.0,12096.0,3.21,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.012366129826206
553,Tombstone,Action|Drama|Western,1993.0,108358,11969.0,14333.0,3.7,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0088354068628709
554,Trial by Jury,Crime|Drama|Thriller,1994.0,111488,41590.0,463.0,3.09,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4076768987268836
555,True Romance,Crime|Thriller,1993.0,108399,319.0,15314.0,3.81,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.3689005950451678
556,The War Room,Documentary,1993.0,108515,26408.0,1152.0,3.98,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2969716875525468
558,The Pagemaster,Action|Adventure|Animation|Children|Fantasy,1994.0,110763,15139.0,1495.0,2.82,,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.1898119317016314
559,"Paris, France",Comedy,1993.0,107779,161158.0,45.0,2.96,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8471491932762167
560,"The Beans of Egypt, Maine",Drama,1994.0,109226,218473.0,38.0,3.09,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6802826837991948
561,Killer (Bulletproof Heart),Drama|Thriller,1994.0,110259,85247.0,199.0,3.4,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6173333966711495
562,Welcome to the Dollhouse,Comedy|Drama,1995.0,114906,11446.0,5787.0,3.79,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.211973412301362
563,Germinal,Drama|Romance,1993.0,107002,51980.0,313.0,3.46,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8205891077979022
564,Chasers,Comedy,1994.0,109403,24405.0,307.0,2.33,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74491357334378
565,Cronos,Drama|Horror,1993.0,104029,11655.0,831.0,3.22,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.5842643424404004
566,Naked in New York,Comedy|Romance,1994.0,110623,11800.0,139.0,2.76,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6826617257647013
567,Kika,Comedy|Drama,1993.0,107315,8223.0,363.0,3.32,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.433906577251982
568,Bhaji on the Beach,Comedy|Drama,1993.0,106408,14587.0,339.0,3.58,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7261659953248252
569,Little Big League,Comedy|Drama,1994.0,110363,31504.0,1547.0,2.94,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6746933942653166
570,"Slingshot, The (Kådisbellan)",Comedy|Drama,1993.0,107349,41653.0,206.0,3.45,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.996283532507714
571,The Wedding Gift,Drama|Romance,1994.0,111709,53185.0,178.0,3.58,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8400408674927075
572,Foreign Student,Drama,1994.0,109828,95743.0,30.0,2.72,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6388075708425516
573,"Ciao, Professore! (Io speriamo che me la cavo)",Drama,1992.0,107225,23637.0,183.0,3.43,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9422803122243244
574,Spanking the Monkey,Comedy|Drama,1994.0,111252,17600.0,1276.0,3.3,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8709468032107457
575,The Little Rascals,Children|Comedy,1994.0,110366,10897.0,2614.0,2.99,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0642745425682691
576,Fausto,Comedy,1993.0,106878,349394.0,24.0,2.44,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4884565380448329
577,Andre,Adventure|Children|Drama,1994.0,109120,21352.0,589.0,2.82,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9111110665300884
579,"Escort, The (Scorta, La)",Crime|Thriller,1993.0,108059,68806.0,35.0,2.89,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8375640395093321
580,Princess Caraboo,Drama,1994.0,110892,37345.0,510.0,3.07,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7315377460932813
581,The Celluloid Closet,Documentary,1995.0,112651,32562.0,1756.0,3.98,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0025631185149777
582,Métisse (Café au Lait),Comedy|Drama,1993.0,107642,47507.0,119.0,3.32,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5759134930787677
583,Dear Diary (Caro Diario),Comedy|Drama,1994.0,109382,25403.0,247.0,3.53,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.215933024826637
584,I Don't Want to Talk About It (De eso no se habla),Drama|Romance,1993.0,106678,124304.0,28.0,3.04,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7612713753635324
585,The Brady Bunch Movie,Comedy,1995.0,112572,9066.0,8928.0,2.66,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7253763597074816
586,Home Alone,Children|Comedy,1990.0,99785,771.0,29540.0,3.14,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2805594846500576
587,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,1990.0,99653,251.0,28516.0,3.43,,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1.028023936691948
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992.0,103639,812.0,43373.0,3.7,https://image.tmdb.org/t/p/w500/eLFfl7vS8dkeG1hKp5mwbm37V83.jpg,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3444311089154055
589,Terminator 2: Judgment Day,Action|Sci-Fi,1991.0,103064,280.0,57379.0,3.95,https://image.tmdb.org/t/p/w500/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.6633499028376106
590,Dances with Wolves,Adventure|Drama|Western,1990.0,99348,581.0,41615.0,3.73,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.019015911658439
591,Tough and Deadly,Action|Drama|Thriller,1995.0,114706,80350.0,29.0,2.05,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4308570822565619
592,Batman,Action|Crime|Thriller,1989.0,96895,268.0,44110.0,3.41,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0298919875196173
593,The Silence of the Lambs,Crime|Horror|Thriller,1991.0,102926,274.0,74127.0,4.15,https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.8967997417937368
594,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,1937.0,29583,408.0,17940.0,3.58,,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.2657318728815694
595,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,1991.0,101414,10020.0,35723.0,3.68,https://image.tmdb.org/t/p/w500/hUJ0UvQ5tgE2Z9WpfuduVSdiCiU.jpg,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1.250307621518694
596,Pinocchio,Animation|Children|Fantasy|Musical,1940.0,32910,10895.0,12742.0,3.48,,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.3066574897285723
597,Pretty Woman,Comedy|Romance,1990.0,100405,114.0,34234.0,3.43,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.2236797162292554
598,Window to Paris (Okno v Parizh),Comedy|Fantasy,1994.0,110719,41043.0,146.0,3.55,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.50272761823237
599,The Wild Bunch,Adventure|Western,1969.0,65214,576.0,3219.0,3.96,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.619178564750984
600,Love and a .45,Action|Comedy|Crime,1994.0,110395,15477.0,278.0,2.99,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7571385972345521
601,"Wooden Man's Bride, The (Yan shen)",Drama,1994.0,111752,59146.0,105.0,3.37,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4332165041640028
602,A Great Day in Harlem,Documentary,1994.0,109934,124472.0,297.0,3.98,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.058063905672345
603,"Bye Bye, Love",Comedy,1995.0,112606,30528.0,569.0,2.93,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7347184624531458
604,Criminals,Documentary,1996.0,115978,538286.0,6.0,1.92,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4241213694541514
605,One Fine Day,Drama|Romance,1996.0,117247,7300.0,3255.0,3.28,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9887175946741736
606,Candyman: Farewell to the Flesh,Fantasy|Horror,1995.0,112625,10824.0,1407.0,2.57,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5285791604128837
607,Century,Drama,1993.0,106537,261246.0,16.0,2.59,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8639413056994728
608,Fargo,Comedy|Crime|Drama|Thriller,1996.0,116282,275.0,47823.0,4.11,https://image.tmdb.org/t/p/w500/rUjUCT6GvFS475sKJVfHWZUdnv5.jpg,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.780553364417584
609,Homeward Bound II: Lost in San Francisco,Adventure|Children,1996.0,116552,25059.0,2317.0,3.01,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6671434046287673
610,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,1981.0,82509,11827.0,7289.0,3.37,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.9257493939992066
611,Hellraiser: Bloodline,Action|Horror|Sci-Fi,1996.0,116514,8766.0,1714.0,2.51,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7540136127352991
612,The Pallbearer,Comedy,1996.0,117283,23570.0,1477.0,2.71,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4769009656904325
613,Jane Eyre,Drama|Romance,1996.0,116684,47333.0,2227.0,3.6,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9040454105717616
614,Loaded,Drama|Thriller,1994.0,110374,54850.0,144.0,3.14,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.480072444208857
